lstm git:(master)  th main.lua warning: fbcunn not found. Falling back to cunn
Using 2-th gpu
Loading ./data/ptb.train.txt, size of data = 929589
Loading ./data/ptb.valid.txt, size of data = 73760
Loading ./data/ptb.test.txt, size of data = 82430
Network parameters:
{
  max_grad_norm : 10
  seq_length : 35
  batch_size : 20
  lr : 1
  max_max_epoch : 55
  rnn_size : 1500
  init_weight : 0.04
  decay : 1.15
  dropout : 0.65
  layers : 2
  vocab_size : 10000
  max_epoch : 14
}
Creating a RNN LSTM network.
Starting training.
epoch = 0.008, train perp. = 10460.885, wps = 2180, dw:norm() = 60.280, lr = 1.000, since beginning = 0 mins.
epoch = 2.814, train perp. = 185.593, wps = 2559, dw:norm() = 10.864, lr = 1.000, since beginning = 17 mins.
epoch = 2.914, train perp. = 181.769, wps = 2560, dw:norm() = 10.778, lr = 1.000, since beginning = 18 mins.
Validation set perplexity : 154.267
epoch = 3.014, train perp. = 178.419, wps = 2540, dw:norm() = 12.345, lr = 1.000, since beginning = 18 mins.
epoch = 3.115, train perp. = 175.211, wps = 2542, dw:norm() = 10.818, lr = 1.000, since beginning = 19 mins.
epoch = 3.215, train perp. = 172.595, wps = 2544, dw:norm() = 9.697, lr = 1.000, since beginning = 20 mins.
epoch = 3.315, train perp. = 169.647, wps = 2546, dw:norm() = 10.323, lr = 1.000, since beginning = 20 mins.
epoch = 3.415, train perp. = 166.796, wps = 2547, dw:norm() = 11.030, lr = 1.000, since beginning = 21 mins.
epoch = 3.515, train perp. = 164.048, wps = 2549, dw:norm() = 11.157, lr = 1.000, since beginning = 21 mins.
epoch = 3.616, train perp. = 161.553, wps = 2550, dw:norm() = 11.087, lr = 1.000, since beginning = 22 mins.
epoch = 3.716, train perp. = 159.521, wps = 2552, dw:norm() = 10.571, lr = 1.000, since beginning = 23 mins.
epoch = 3.816, train perp. = 157.380, wps = 2553, dw:norm() = 11.890, lr = 1.000, since beginning = 23 mins.
epoch = 3.916, train perp. = 155.150, wps = 2554, dw:norm() = 10.840, lr = 1.000, since beginning = 24 mins.
Validation set perplexity : 138.824
epoch = 4.017, train perp. = 153.203, wps = 2540, dw:norm() = 11.311, lr = 1.000, since beginning = 24 mins.
epoch = 4.117, train perp. = 151.177, wps = 2541, dw:norm() = 11.068, lr = 1.000, since beginning = 25 mins.
epoch = 4.217, train perp. = 149.483, wps = 2543, dw:norm() = 10.643, lr = 1.000, since beginning = 26 mins.
epoch = 4.317, train perp. = 147.634, wps = 2544, dw:norm() = 12.477, lr = 1.000, since beginning = 26 mins.
epoch = 4.417, train perp. = 146.055, wps = 2546, dw:norm() = 11.595, lr = 1.000, since beginning = 27 mins.
epoch = 4.518, train perp. = 144.447, wps = 2547, dw:norm() = 11.477, lr = 1.000, since beginning = 27 mins.
epoch = 4.618, train perp. = 142.963, wps = 2548, dw:norm() = 11.647, lr = 1.000, since beginning = 28 mins.
epoch = 4.718, train perp. = 141.404, wps = 2549, dw:norm() = 11.157, lr = 1.000, since beginning = 29 mins.
epoch = 4.818, train perp. = 140.085, wps = 2550, dw:norm() = 12.000, lr = 1.000, since beginning = 29 mins.
epoch = 4.919, train perp. = 138.669, wps = 2551, dw:norm() = 11.350, lr = 1.000, since beginning = 30 mins.
Validation set perplexity : 126.811
epoch = 5.019, train perp. = 137.315, wps = 2540, dw:norm() = 12.468, lr = 1.000, since beginning = 31 mins.
epoch = 5.119, train perp. = 136.083, wps = 2541, dw:norm() = 11.339, lr = 1.000, since beginning = 31 mins.
epoch = 5.219, train perp. = 134.923, wps = 2542, dw:norm() = 11.971, lr = 1.000, since beginning = 32 mins.
epoch = 5.320, train perp. = 133.649, wps = 2543, dw:norm() = 12.020, lr = 1.000, since beginning = 32 mins.
epoch = 5.420, train perp. = 132.475, wps = 2545, dw:norm() = 12.593, lr = 1.000, since beginning = 33 mins.
epoch = 5.520, train perp. = 131.418, wps = 2546, dw:norm() = 11.820, lr = 1.000, since beginning = 34 mins.
epoch = 5.620, train perp. = 130.360, wps = 2547, dw:norm() = 12.049, lr = 1.000, since beginning = 34 mins.
epoch = 5.720, train perp. = 129.360, wps = 2548, dw:norm() = 12.170, lr = 1.000, since beginning = 35 mins.
epoch = 5.821, train perp. = 128.452, wps = 2549, dw:norm() = 13.271, lr = 1.000, since beginning = 35 mins.
epoch = 5.921, train perp. = 127.483, wps = 2550, dw:norm() = 13.111, lr = 1.000, since beginning = 36 mins.
Validation set perplexity : 118.477
epoch = 6.021, train perp. = 126.549, wps = 2540, dw:norm() = 12.853, lr = 1.000, since beginning = 37 mins.
epoch = 6.121, train perp. = 125.569, wps = 2541, dw:norm() = 11.587, lr = 1.000, since beginning = 37 mins.
epoch = 6.222, train perp. = 124.618, wps = 2542, dw:norm() = 13.769, lr = 1.000, since beginning = 38 mins.
epoch = 6.322, train perp. = 123.666, wps = 2543, dw:norm() = 12.459, lr = 1.000, since beginning = 38 mins.
epoch = 6.422, train perp. = 122.907, wps = 2544, dw:norm() = 12.446, lr = 1.000, since beginning = 39 mins.
epoch = 6.522, train perp. = 122.023, wps = 2545, dw:norm() = 12.308, lr = 1.000, since beginning = 40 mins.
epoch = 6.622, train perp. = 121.195, wps = 2546, dw:norm() = 12.815, lr = 1.000, since beginning = 40 mins.
epoch = 6.723, train perp. = 120.438, wps = 2547, dw:norm() = 12.104, lr = 1.000, since beginning = 41 mins.
epoch = 6.823, train perp. = 119.638, wps = 2547, dw:norm() = 13.830, lr = 1.000, since beginning = 41 mins.
epoch = 6.923, train perp. = 118.893, wps = 2548, dw:norm() = 12.666, lr = 1.000, since beginning = 42 mins.
Validation set perplexity : 112.524
epoch = 7.023, train perp. = 118.206, wps = 2540, dw:norm() = 12.561, lr = 1.000, since beginning = 43 mins.
epoch = 7.124, train perp. = 117.522, wps = 2541, dw:norm() = 12.564, lr = 1.000, since beginning = 43 mins.
epoch = 7.224, train perp. = 116.957, wps = 2542, dw:norm() = 12.478, lr = 1.000, since beginning = 44 mins.
epoch = 7.324, train perp. = 116.325, wps = 2543, dw:norm() = 12.929, lr = 1.000, since beginning = 45 mins.
epoch = 7.424, train perp. = 115.670, wps = 2544, dw:norm() = 12.875, lr = 1.000, since beginning = 45 mins.
epoch = 7.524, train perp. = 115.086, wps = 2544, dw:norm() = 13.175, lr = 1.000, since beginning = 46 mins.
epoch = 7.625, train perp. = 114.502, wps = 2545, dw:norm() = 13.268, lr = 1.000, since beginning = 46 mins.
epoch = 7.725, train perp. = 113.948, wps = 2546, dw:norm() = 12.875, lr = 1.000, since beginning = 47 mins.
epoch = 7.825, train perp. = 113.323, wps = 2547, dw:norm() = 12.869, lr = 1.000, since beginning = 48 mins.
epoch = 7.925, train perp. = 112.713, wps = 2547, dw:norm() = 13.386, lr = 1.000, since beginning = 48 mins.
Validation set perplexity : 108.378
epoch = 8.026, train perp. = 112.152, wps = 2540, dw:norm() = 13.949, lr = 1.000, since beginning = 49 mins.
epoch = 8.126, train perp. = 111.583, wps = 2541, dw:norm() = 12.242, lr = 1.000, since beginning = 49 mins.
epoch = 8.226, train perp. = 111.067, wps = 2542, dw:norm() = 12.918, lr = 1.000, since beginning = 50 mins.
epoch = 8.326, train perp. = 110.493, wps = 2543, dw:norm() = 12.743, lr = 1.000, since beginning = 51 mins.
epoch = 8.427, train perp. = 109.907, wps = 2543, dw:norm() = 12.679, lr = 1.000, since beginning = 51 mins.
epoch = 8.527, train perp. = 109.336, wps = 2544, dw:norm() = 13.317, lr = 1.000, since beginning = 52 mins.
epoch = 8.627, train perp. = 108.774, wps = 2545, dw:norm() = 12.768, lr = 1.000, since beginning = 52 mins.
epoch = 8.727, train perp. = 108.327, wps = 2545, dw:norm() = 11.980, lr = 1.000, since beginning = 53 mins.
epoch = 8.827, train perp. = 107.865, wps = 2546, dw:norm() = 13.003, lr = 1.000, since beginning = 54 mins.
epoch = 8.928, train perp. = 107.297, wps = 2547, dw:norm() = 13.326, lr = 1.000, since beginning = 54 mins.
Validation set perplexity : 104.503
epoch = 9.028, train perp. = 106.850, wps = 2540, dw:norm() = 13.482, lr = 1.000, since beginning = 55 mins.
epoch = 9.128, train perp. = 106.422, wps = 2541, dw:norm() = 12.380, lr = 1.000, since beginning = 56 mins.
epoch = 9.228, train perp. = 105.896, wps = 2542, dw:norm() = 12.671, lr = 1.000, since beginning = 56 mins.
epoch = 9.329, train perp. = 105.418, wps = 2542, dw:norm() = 12.692, lr = 1.000, since beginning = 57 mins.
epoch = 9.429, train perp. = 104.926, wps = 2543, dw:norm() = 13.884, lr = 1.000, since beginning = 57 mins.
epoch = 9.529, train perp. = 104.497, wps = 2544, dw:norm() = 12.563, lr = 1.000, since beginning = 58 mins.
epoch = 9.629, train perp. = 104.017, wps = 2544, dw:norm() = 12.592, lr = 1.000, since beginning = 59 mins.
epoch = 9.729, train perp. = 103.546, wps = 2545, dw:norm() = 12.143, lr = 1.000, since beginning = 59 mins.
epoch = 9.830, train perp. = 103.112, wps = 2545, dw:norm() = 13.595, lr = 1.000, since beginning = 60 mins.
epoch = 9.930, train perp. = 102.740, wps = 2546, dw:norm() = 13.551, lr = 1.000, since beginning = 60 mins.
Validation set perplexity : 101.114
epoch = 10.030, train perp. = 102.302, wps = 2540, dw:norm() = 12.616, lr = 1.000, since beginning = 61 mins.
epoch = 10.130, train perp. = 101.830, wps = 2541, dw:norm() = 12.723, lr = 1.000, since beginning = 62 mins.
epoch = 10.231, train perp. = 101.446, wps = 2542, dw:norm() = 14.583, lr = 1.000, since beginning = 62 mins.
epoch = 10.331, train perp. = 101.090, wps = 2542, dw:norm() = 13.200, lr = 1.000, since beginning = 63 mins.
epoch = 10.431, train perp. = 100.648, wps = 2543, dw:norm() = 14.162, lr = 1.000, since beginning = 63 mins.
epoch = 10.531, train perp. = 100.233, wps = 2543, dw:norm() = 13.027, lr = 1.000, since beginning = 64 mins.
epoch = 10.631, train perp. = 99.773, wps = 2544, dw:norm() = 13.920, lr = 1.000, since beginning = 65 mins.
epoch = 10.732, train perp. = 99.387, wps = 2544, dw:norm() = 13.050, lr = 1.000, since beginning = 65 mins.
epoch = 10.832, train perp. = 99.027, wps = 2545, dw:norm() = 12.787, lr = 1.000, since beginning = 66 mins.
epoch = 10.932, train perp. = 98.656, wps = 2546, dw:norm() = 13.416, lr = 1.000, since beginning = 66 mins.
Validation set perplexity : 98.375
epoch = 11.032, train perp. = 98.278, wps = 2540, dw:norm() = 12.331, lr = 1.000, since beginning = 67 mins.
epoch = 11.133, train perp. = 97.883, wps = 2541, dw:norm() = 13.388, lr = 1.000, since beginning = 68 mins.
epoch = 11.233, train perp. = 97.585, wps = 2541, dw:norm() = 13.807, lr = 1.000, since beginning = 68 mins.
epoch = 11.333, train perp. = 97.097, wps = 2542, dw:norm() = 13.262, lr = 1.000, since beginning = 69 mins.
epoch = 11.433, train perp. = 96.731, wps = 2543, dw:norm() = 13.730, lr = 1.000, since beginning = 70 mins.
epoch = 11.534, train perp. = 96.357, wps = 2543, dw:norm() = 13.260, lr = 1.000, since beginning = 70 mins.
epoch = 11.634, train perp. = 95.996, wps = 2544, dw:norm() = 12.708, lr = 1.000, since beginning = 71 mins.
epoch = 11.734, train perp. = 95.670, wps = 2544, dw:norm() = 12.502, lr = 1.000, since beginning = 71 mins.
epoch = 11.834, train perp. = 95.364, wps = 2545, dw:norm() = 13.053, lr = 1.000, since beginning = 72 mins.
epoch = 11.934, train perp. = 94.992, wps = 2545, dw:norm() = 12.893, lr = 1.000, since beginning = 73 mins.
Validation set perplexity : 97.476
epoch = 12.035, train perp. = 94.619, wps = 2540, dw:norm() = 13.240, lr = 1.000, since beginning = 73 mins.
epoch = 12.135, train perp. = 94.318, wps = 2541, dw:norm() = 13.189, lr = 1.000, since beginning = 74 mins.
epoch = 12.235, train perp. = 93.917, wps = 2541, dw:norm() = 14.108, lr = 1.000, since beginning = 75 mins.
epoch = 12.335, train perp. = 93.628, wps = 2542, dw:norm() = 12.770, lr = 1.000, since beginning = 75 mins.
epoch = 12.436, train perp. = 93.353, wps = 2542, dw:norm() = 13.878, lr = 1.000, since beginning = 76 mins.
epoch = 12.536, train perp. = 92.975, wps = 2543, dw:norm() = 13.079, lr = 1.000, since beginning = 76 mins.
epoch = 12.636, train perp. = 92.724, wps = 2543, dw:norm() = 13.340, lr = 1.000, since beginning = 77 mins.
epoch = 12.736, train perp. = 92.531, wps = 2544, dw:norm() = 12.997, lr = 1.000, since beginning = 77 mins.
epoch = 12.836, train perp. = 92.185, wps = 2544, dw:norm() = 12.919, lr = 1.000, since beginning = 78 mins.
epoch = 12.937, train perp. = 91.885, wps = 2545, dw:norm() = 13.187, lr = 1.000, since beginning = 79 mins.
Validation set perplexity : 94.951
epoch = 13.037, train perp. = 91.609, wps = 2540, dw:norm() = 13.276, lr = 1.000, since beginning = 79 mins.
epoch = 13.137, train perp. = 91.313, wps = 2541, dw:norm() = 12.798, lr = 1.000, since beginning = 80 mins.
epoch = 13.237, train perp. = 91.009, wps = 2541, dw:norm() = 12.845, lr = 1.000, since beginning = 81 mins.
epoch = 13.338, train perp. = 90.690, wps = 2542, dw:norm() = 13.639, lr = 1.000, since beginning = 81 mins.
epoch = 13.438, train perp. = 90.374, wps = 2542, dw:norm() = 13.357, lr = 1.000, since beginning = 82 mins.
epoch = 13.538, train perp. = 90.121, wps = 2543, dw:norm() = 13.673, lr = 1.000, since beginning = 82 mins.
epoch = 13.638, train perp. = 89.834, wps = 2543, dw:norm() = 13.178, lr = 1.000, since beginning = 83 mins.
epoch = 13.739, train perp. = 89.543, wps = 2544, dw:norm() = 13.506, lr = 1.000, since beginning = 84 mins.
epoch = 13.839, train perp. = 89.224, wps = 2544, dw:norm() = 13.307, lr = 1.000, since beginning = 84 mins.
epoch = 13.939, train perp. = 89.016, wps = 2544, dw:norm() = 13.260, lr = 1.000, since beginning = 85 mins.
Validation set perplexity : 93.168
epoch = 14.039, train perp. = 88.758, wps = 2540, dw:norm() = 12.997, lr = 1.000, since beginning = 86 mins.
epoch = 14.139, train perp. = 88.488, wps = 2541, dw:norm() = 12.574, lr = 1.000, since beginning = 86 mins.
epoch = 14.240, train perp. = 88.222, wps = 2541, dw:norm() = 13.190, lr = 1.000, since beginning = 87 mins.
epoch = 14.340, train perp. = 87.888, wps = 2542, dw:norm() = 13.198, lr = 1.000, since beginning = 87 mins.
epoch = 14.440, train perp. = 87.593, wps = 2542, dw:norm() = 13.363, lr = 1.000, since beginning = 88 mins.
epoch = 14.540, train perp. = 87.286, wps = 2543, dw:norm() = 13.529, lr = 1.000, since beginning = 89 mins.
epoch = 14.641, train perp. = 87.058, wps = 2543, dw:norm() = 13.062, lr = 1.000, since beginning = 89 mins.
epoch = 14.741, train perp. = 86.783, wps = 2543, dw:norm() = 13.483, lr = 1.000, since beginning = 90 mins.
epoch = 14.841, train perp. = 86.554, wps = 2544, dw:norm() = 12.595, lr = 1.000, since beginning = 90 mins.
epoch = 14.941, train perp. = 86.229, wps = 2544, dw:norm() = 13.380, lr = 1.000, since beginning = 91 mins.
Validation set perplexity : 92.125
epoch = 15.041, train perp. = 85.956, wps = 2540, dw:norm() = 13.336, lr = 0.870, since beginning = 92 mins.
epoch = 15.142, train perp. = 85.595, wps = 2541, dw:norm() = 12.963, lr = 0.870, since beginning = 92 mins.
epoch = 15.242, train perp. = 85.136, wps = 2541, dw:norm() = 12.796, lr = 0.870, since beginning = 93 mins.
epoch = 15.342, train perp. = 84.648, wps = 2542, dw:norm() = 13.588, lr = 0.870, since beginning = 93 mins.
epoch = 15.442, train perp. = 84.210, wps = 2542, dw:norm() = 13.001, lr = 0.870, since beginning = 94 mins.
epoch = 15.543, train perp. = 83.773, wps = 2542, dw:norm() = 14.456, lr = 0.870, since beginning = 95 mins.
epoch = 15.643, train perp. = 83.172, wps = 2543, dw:norm() = 12.689, lr = 0.870, since beginning = 95 mins.
epoch = 15.743, train perp. = 82.588, wps = 2543, dw:norm() = 13.265, lr = 0.870, since beginning = 96 mins.
epoch = 15.843, train perp. = 82.064, wps = 2544, dw:norm() = 12.791, lr = 0.870, since beginning = 96 mins.
epoch = 15.943, train perp. = 81.514, wps = 2544, dw:norm() = 14.099, lr = 0.870, since beginning = 97 mins.
Validation set perplexity : 90.532
epoch = 16.044, train perp. = 80.947, wps = 2540, dw:norm() = 12.701, lr = 0.756, since beginning = 98 mins.
epoch = 16.144, train perp. = 80.384, wps = 2541, dw:norm() = 12.946, lr = 0.756, since beginning = 98 mins.
epoch = 16.244, train perp. = 79.938, wps = 2541, dw:norm() = 12.497, lr = 0.756, since beginning = 99 mins.
epoch = 16.344, train perp. = 79.442, wps = 2541, dw:norm() = 13.526, lr = 0.756, since beginning = 100 mins.
epoch = 16.445, train perp. = 78.939, wps = 2542, dw:norm() = 13.113, lr = 0.756, since beginning = 100 mins.
epoch = 16.545, train perp. = 78.361, wps = 2542, dw:norm() = 12.377, lr = 0.756, since beginning = 101 mins.
epoch = 16.645, train perp. = 77.876, wps = 2543, dw:norm() = 13.005, lr = 0.756, since beginning = 101 mins.
epoch = 16.745, train perp. = 77.388, wps = 2543, dw:norm() = 12.534, lr = 0.756, since beginning = 102 mins.
epoch = 16.846, train perp. = 76.796, wps = 2543, dw:norm() = 12.749, lr = 0.756, since beginning = 103 mins.
epoch = 16.946, train perp. = 76.243, wps = 2544, dw:norm() = 13.746, lr = 0.756, since beginning = 103 mins.
Validation set perplexity : 88.002
epoch = 17.046, train perp. = 75.757, wps = 2540, dw:norm() = 13.414, lr = 0.658, since beginning = 104 mins.
epoch = 17.146, train perp. = 75.351, wps = 2541, dw:norm() = 12.462, lr = 0.658, since beginning = 104 mins.
epoch = 17.246, train perp. = 74.883, wps = 2541, dw:norm() = 13.035, lr = 0.658, since beginning = 105 mins.
epoch = 17.347, train perp. = 74.458, wps = 2541, dw:norm() = 12.796, lr = 0.658, since beginning = 106 mins.
epoch = 17.447, train perp. = 73.952, wps = 2542, dw:norm() = 13.058, lr = 0.658, since beginning = 106 mins.
epoch = 17.547, train perp. = 73.539, wps = 2542, dw:norm() = 13.616, lr = 0.658, since beginning = 107 mins.
epoch = 17.647, train perp. = 73.077, wps = 2543, dw:norm() = 12.401, lr = 0.658, since beginning = 107 mins.
epoch = 17.748, train perp. = 72.619, wps = 2543, dw:norm() = 12.885, lr = 0.658, since beginning = 108 mins.
epoch = 17.848, train perp. = 72.188, wps = 2543, dw:norm() = 14.873, lr = 0.658, since beginning = 109 mins.
epoch = 17.948, train perp. = 71.722, wps = 2544, dw:norm() = 12.438, lr = 0.658, since beginning = 109 mins.
Validation set perplexity : 86.997
epoch = 18.048, train perp. = 71.260, wps = 2540, dw:norm() = 13.040, lr = 0.572, since beginning = 110 mins.
epoch = 18.148, train perp. = 70.818, wps = 2541, dw:norm() = 12.217, lr = 0.572, since beginning = 111 mins.
epoch = 18.249, train perp. = 70.393, wps = 2541, dw:norm() = 12.910, lr = 0.572, since beginning = 111 mins.
epoch = 18.349, train perp. = 69.928, wps = 2541, dw:norm() = 12.956, lr = 0.572, since beginning = 112 mins.
epoch = 18.449, train perp. = 69.517, wps = 2542, dw:norm() = 13.471, lr = 0.572, since beginning = 112 mins.
epoch = 18.549, train perp. = 69.104, wps = 2542, dw:norm() = 13.115, lr = 0.572, since beginning = 113 mins.
epoch = 18.650, train perp. = 68.695, wps = 2542, dw:norm() = 13.255, lr = 0.572, since beginning = 114 mins.
epoch = 18.750, train perp. = 68.297, wps = 2543, dw:norm() = 12.482, lr = 0.572, since beginning = 114 mins.
epoch = 18.850, train perp. = 67.887, wps = 2543, dw:norm() = 14.285, lr = 0.572, since beginning = 115 mins.
epoch = 18.950, train perp. = 67.435, wps = 2543, dw:norm() = 13.674, lr = 0.572, since beginning = 115 mins.
Validation set perplexity : 85.154
epoch = 19.050, train perp. = 67.065, wps = 2540, dw:norm() = 12.921, lr = 0.497, since beginning = 116 mins.
epoch = 19.151, train perp. = 66.728, wps = 2541, dw:norm() = 12.459, lr = 0.497, since beginning = 117 mins.
epoch = 19.251, train perp. = 66.368, wps = 2541, dw:norm() = 12.534, lr = 0.497, since beginning = 117 mins.
epoch = 19.351, train perp. = 66.029, wps = 2541, dw:norm() = 13.789, lr = 0.497, since beginning = 118 mins.
epoch = 19.451, train perp. = 65.727, wps = 2542, dw:norm() = 12.604, lr = 0.497, since beginning = 118 mins.
epoch = 19.552, train perp. = 65.360, wps = 2542, dw:norm() = 13.394, lr = 0.497, since beginning = 119 mins.
epoch = 19.652, train perp. = 64.996, wps = 2542, dw:norm() = 13.324, lr = 0.497, since beginning = 120 mins.
epoch = 19.752, train perp. = 64.648, wps = 2543, dw:norm() = 12.868, lr = 0.497, since beginning = 120 mins.
epoch = 19.852, train perp. = 64.241, wps = 2543, dw:norm() = 12.365, lr = 0.497, since beginning = 121 mins.
epoch = 19.953, train perp. = 63.855, wps = 2543, dw:norm() = 12.645, lr = 0.497, since beginning = 121 mins.
Validation set perplexity : 83.859
epoch = 20.053, train perp. = 63.501, wps = 2540, dw:norm() = 12.746, lr = 0.432, since beginning = 122 mins.
epoch = 20.153, train perp. = 63.204, wps = 2541, dw:norm() = 12.726, lr = 0.432, since beginning = 123 mins.
epoch = 20.253, train perp. = 62.869, wps = 2541, dw:norm() = 12.802, lr = 0.432, since beginning = 123 mins.
epoch = 20.353, train perp. = 62.515, wps = 2541, dw:norm() = 12.887, lr = 0.432, since beginning = 124 mins.
epoch = 20.454, train perp. = 62.150, wps = 2542, dw:norm() = 13.526, lr = 0.432, since beginning = 125 mins.
epoch = 20.554, train perp. = 61.821, wps = 2542, dw:norm() = 12.753, lr = 0.432, since beginning = 125 mins.
epoch = 20.654, train perp. = 61.490, wps = 2542, dw:norm() = 13.169, lr = 0.432, since beginning = 126 mins.
epoch = 20.754, train perp. = 61.194, wps = 2543, dw:norm() = 12.484, lr = 0.432, since beginning = 126 mins.
epoch = 20.855, train perp. = 60.917, wps = 2543, dw:norm() = 13.422, lr = 0.432, since beginning = 127 mins.
epoch = 20.955, train perp. = 60.657, wps = 2543, dw:norm() = 13.115, lr = 0.432, since beginning = 128 mins.
Validation set perplexity : 83.404
epoch = 21.055, train perp. = 60.348, wps = 2540, dw:norm() = 13.473, lr = 0.376, since beginning = 128 mins.
epoch = 21.155, train perp. = 60.042, wps = 2541, dw:norm() = 13.173, lr = 0.376, since beginning = 129 mins.
epoch = 21.255, train perp. = 59.761, wps = 2541, dw:norm() = 13.694, lr = 0.376, since beginning = 129 mins.
epoch = 21.356, train perp. = 59.483, wps = 2541, dw:norm() = 13.268, lr = 0.376, since beginning = 130 mins.
epoch = 21.456, train perp. = 59.153, wps = 2542, dw:norm() = 14.113, lr = 0.376, since beginning = 131 mins.
epoch = 21.556, train perp. = 58.871, wps = 2542, dw:norm() = 13.224, lr = 0.376, since beginning = 131 mins.
epoch = 21.656, train perp. = 58.559, wps = 2542, dw:norm() = 13.327, lr = 0.376, since beginning = 132 mins.
epoch = 21.757, train perp. = 58.288, wps = 2542, dw:norm() = 13.608, lr = 0.376, since beginning = 132 mins.
epoch = 21.857, train perp. = 57.976, wps = 2543, dw:norm() = 13.516, lr = 0.376, since beginning = 133 mins.
epoch = 21.957, train perp. = 57.650, wps = 2543, dw:norm() = 13.888, lr = 0.376, since beginning = 134 mins.
Validation set perplexity : 82.807
epoch = 22.057, train perp. = 57.395, wps = 2540, dw:norm() = 13.803, lr = 0.327, since beginning = 134 mins.
epoch = 22.157, train perp. = 57.154, wps = 2541, dw:norm() = 13.739, lr = 0.327, since beginning = 135 mins.
^[epoch = 22.258, train perp. = 56.931, wps = 2541, dw:norm() = 13.709, lr = 0.327, since beginning = 136 mins.
epoch = 22.358, train perp. = 56.685, wps = 2541, dw:norm() = 13.777, lr = 0.327, since beginning = 136 mins.
epoch = 22.458, train perp. = 56.468, wps = 2542, dw:norm() = 13.496, lr = 0.327, since beginning = 137 mins.
